GameUID,PitchNo,PitchUID,PlayID,Date,Time,UTCDate,UTCTime,LocalDateTime,UTCDateTime,PitcherTeam,BatterTeam,PitchCall,PlayResult,DetectedShift,1B_PositionAtReleaseX,1B_PositionAtReleaseZ,2B_PositionAtReleaseX,2B_PositionAtReleaseZ,3B_PositionAtReleaseX,3B_PositionAtReleaseZ,SS_PositionAtReleaseX,SS_PositionAtReleaseZ,LF_PositionAtReleaseX,LF_PositionAtReleaseZ,CF_PositionAtReleaseX,CF_PositionAtReleaseZ,RF_PositionAtReleaseX,RF_PositionAtReleaseZ
f93976b4-2615-402c-aee8-b6836e6cd5f1,1,4c9cc210-c2cd-11ee-b34e-d93b32a75248,c4824805-dbf9-4eb2-bb28-5a180aba4175,2024-02-03,13:49:08.75,2024-02-03,19:49:08.75,2024-02-03T13:49:08.7520000-06:00,2024-02-03T19:49:08.7520000Z,AUB_PRC,AUB_TIG,BallCalled,Undefined,NoShift,64.34529,58.23769,138.90981,49.95106,110.40461,-89.05117,,,257.0504,-133.19559,303.32919,-9.77668,255.00587,128.24076
f93976b4-2615-402c-aee8-b6836e6cd5f1,2,66014eb0-c2cd-11ee-b34e-d93b32a75248,8363d7df-2f4a-47f7-81c5-a8bf0bbdd728,2024-02-03,13:49:51.43,2024-02-03,19:49:51.43,2024-02-03T13:49:51.4370000-06:00,2024-02-03T19:49:51.4370000Z,AUB_PRC,AUB_TIG,BallCalled,Undefined,NoShift,63.74915,57.66317,136.98502,53.70772,107.66767,-55.51855,161.04545,-54.61447,256.46221,-132.00842,306.32659,-8.54485,248.40372,126.81259
f93976b4-2615-402c-aee8-b6836e6cd5f1,3,71b97d90-c2cd-11ee-b34e-d93b32a75248,b43cef0b-9182-4c8c-9f46-226ff1cd1d40,2024-02-03,13:50:10.96,2024-02-03,19:50:10.96,2024-02-03T13:50:10.9680000-06:00,2024-02-03T19:50:10.9680000Z,AUB_PRC,AUB_TIG,StrikeSwinging,Undefined,NoShift,63.26275,58.57506,137.84634,53.21698,110.81106,-55.59112,140.24439,-6.85861,255.87027,-130.72368,307.96831,-9.93288,250.89573,125.94977
f93976b4-2615-402c-aee8-b6836e6cd5f1,4,7deea4a0-c2cd-11ee-b34e-d93b32a75248,3b2f758f-32e4-4197-b99c-37fe72368bd4,2024-02-03,13:50:31.50,2024-02-03,19:50:31.50,2024-02-03T13:50:31.5070000-06:00,2024-02-03T19:50:31.5070000Z,AUB_PRC,AUB_TIG,FoulBall,Undefined,NoShift,62.96773,58.17644,136.88368,53.23537,111.47292,-54.22174,140.55025,-5.5571,251.43503,-129.82811,311.96864,-8.98874,249.35168,126.07126
f93976b4-2615-402c-aee8-b6836e6cd5f1,5,903e4bb0-c2cd-11ee-b34e-d93b32a75248,3d69ef1f-f229-40e0-9561-44dfab4b576c,2024-02-03,13:51:02.30,2024-02-03,19:51:02.30,2024-02-03T13:51:02.3080000-06:00,2024-02-03T19:51:02.3080000Z,AUB_PRC,AUB_TIG,BallCalled,Undefined,NoShift,62.681,58.43785,138.36164,53.29063,112.512,-58.41277,139.44162,-8.44455,247.96094,-134.28679,307.53151,-12.29975,251.82736,126.43334
f93976b4-2615-402c-aee8-b6836e6cd5f1,6,9cd14a30-c2cd-11ee-b34e-d93b32a75248,2fe4b563-cffb-45dd-803f-b9244820b8da,2024-02-03,13:51:23.33,2024-02-03,19:51:23.33,2024-02-03T13:51:23.3350000-06:00,2024-02-03T19:51:23.3350000Z,AUB_PRC,AUB_TIG,InPlay,Out,NoShift,64.69035,57.74263,134.51083,50.54485,115.51072,-58.40439,140.36062,-8.25997,248.85729,-134.79669,309.98939,-12.96292,248.86268,124.73179
f93976b4-2615-402c-aee8-b6836e6cd5f1,7,f11d2f50-c2cd-11ee-b34e-d93b32a75248,fe60ab58-7b0e-418b-963d-2f745465f94a,2024-02-03,13:53:44.80,2024-02-03,19:53:44.80,2024-02-03T13:53:44.8070000-06:00,2024-02-03T19:53:44.8070000Z,AUB_TIG,AUB_PRC,InPlay,Out,NoShift,91.85169,57.3279,149.21776,25.78503,97.61292,-68.93011,138.36383,-46.08255,261.13438,-129.94686,301.40123,-1.52125,242.22808,133.80269
f93976b4-2615-402c-aee8-b6836e6cd5f1,8,05706e90-c2ce-11ee-b34e-d93b32a75248,cd8d9ed0-8d8b-42a0-b401-298538afba5d,2024-02-03,13:54:18.89,2024-02-03,19:54:18.89,2024-02-03T13:54:18.8900000-06:00,2024-02-03T19:54:18.8900000Z,AUB_TIG,AUB_PRC,StrikeCalled,Undefined,NoShift,93.59931,75.55251,141.58756,51.84507,104.91781,-57.5764,149.59424,-15.91895,265.41814,-128.89403,302.36173,2.0044,240.79421,136.16058
f93976b4-2615-402c-aee8-b6836e6cd5f1,9,0ef60600-c2ce-11ee-b34e-d93b32a75248,da967b63-24d9-4aad-a878-5720d3198f6e,2024-02-03,13:54:34.83,2024-02-03,19:54:34.83,2024-02-03T13:54:34.8380000-06:00,2024-02-03T19:54:34.8380000Z,AUB_TIG,AUB_PRC,BallCalled,Undefined,NoShift,93.15277,75.77248,139.65646,51.39272,105.49161,-58.91345,148.33247,-16.02171,264.97444,-128.89368,302.93173,1.49276,245.66584,136.92003
f93976b4-2615-402c-aee8-b6836e6cd5f1,10,18ba5420-c2ce-11ee-b34e-d93b32a75248,dce5198c-8527-44e8-a962-fe72c0f291b0,2024-02-03,13:54:51.19,2024-02-03,19:54:51.19,2024-02-03T13:54:51.1920000-06:00,2024-02-03T19:54:51.1920000Z,AUB_TIG,AUB_PRC,BallCalled,Undefined,RightInfieldShift,95.00628,76.92604,139.86972,52.78858,108.95849,-58.79302,152.1517,44.69206,264.27165,-128.30509,299.70962,0.92091,249.39555,138.33346
