GameUID,PitchNo,PitchUID,PlayID,Date,Time,UTCDate,UTCTime,LocalDateTime,UTCDateTime,PitcherTeam,BatterTeam,PitchCall,PlayResult,DetectedShift,1B_PositionAtReleaseX,1B_PositionAtReleaseZ,2B_PositionAtReleaseX,2B_PositionAtReleaseZ,3B_PositionAtReleaseX,3B_PositionAtReleaseZ,SS_PositionAtReleaseX,SS_PositionAtReleaseZ,LF_PositionAtReleaseX,LF_PositionAtReleaseZ,CF_PositionAtReleaseX,CF_PositionAtReleaseZ,RF_PositionAtReleaseX,RF_PositionAtReleaseZ
ff052008-fc32-417b-85c5-83f18f389bcb,1,54dc86b0-bbb4-11ee-a70f-f5f67434519d,077d223a-0bd0-4e11-981a-26a41d4b5828,2024-01-25,13:02:48.06,2024-01-25,19:02:48.06,2024-01-25T13:02:48.0604348-06:00,2024-01-25T19:02:48.0604348Z,AUB_PRC,AUB_TIG,InPlay,Undefined,LeftInfieldShift,,,,,,,,,244.39941,-162.74854,286.93195,0.19794,212.14115,156.70197
ff052008-fc32-417b-85c5-83f18f389bcb,2,6aa527e0-bbb4-11ee-a70f-f5f67434519d,6a94506f-fe99-4575-b2f0-74f1d9107354,2024-01-25,13:03:24.52,2024-01-25,19:03:24.52,2024-01-25T13:03:24.5253308-06:00,2024-01-25T19:03:24.5253308Z,AUB_PRC,AUB_TIG,StrikeCalled,Undefined,LeftInfieldShift,,,,,,,,,248.56411,-155.90121,287.05197,1.17476,225.78237,162.67244
ff052008-fc32-417b-85c5-83f18f389bcb,3,73169030-bbb4-11ee-a70f-f5f67434519d,afbfad15-997e-4d42-83a6-5cfe08fdc5fa,2024-01-25,13:03:38.75,2024-01-25,19:03:38.75,2024-01-25T13:03:38.7585212-06:00,2024-01-25T19:03:38.7585212Z,AUB_PRC,AUB_TIG,BallCalled,Undefined,LeftInfieldShift,,,,,,,,,249.82682,-157.21521,284.53511,-1.53429,225.69714,162.76386
ff052008-fc32-417b-85c5-83f18f389bcb,4,7c32b770-bbb4-11ee-a70f-f5f67434519d,b9196ede-208c-46eb-baa8-5cbbfa15544f,2024-01-25,13:03:53.99,2024-01-25,19:03:53.99,2024-01-25T13:03:53.9952316-06:00,2024-01-25T19:03:53.9952316Z,AUB_PRC,AUB_TIG,FoulBall,Undefined,LeftInfieldShift,,,,,,,,,252.77358,-153.74078,284.50742,-1.42914,225.94714,162.81443
ff052008-fc32-417b-85c5-83f18f389bcb,5,8d05a990-bbb4-11ee-a70f-f5f67434519d,0358f945-e244-46c0-8ab5-c3b9e950a613,2024-01-25,13:04:22.21,2024-01-25,19:04:22.21,2024-01-25T13:04:22.2139580-06:00,2024-01-25T19:04:22.2139580Z,AUB_PRC,AUB_TIG,FoulBall,Undefined,NoShift,,,149.01526,29.72051,,,,,256.67172,-151.17887,273.65831,-27.4189,224.32538,162.09301
ff052008-fc32-417b-85c5-83f18f389bcb,6,9b362b70-bbb4-11ee-a70f-f5f67434519d,92de5137-e01c-4dd4-9d8d-50ef8ebe9ccb,2024-01-25,13:04:46.05,2024-01-25,19:04:46.05,2024-01-25T13:04:46.0599484-06:00,2024-01-25T19:04:46.0599484Z,AUB_PRC,AUB_TIG,BallCalled,Undefined,NoShift,,,145.54485,41.22511,,,,,259.12826,-148.99942,288.62958,-3.74694,230.85248,154.97029
ff052008-fc32-417b-85c5-83f18f389bcb,7,a4ba1530-bbb4-11ee-a70f-f5f67434519d,38197de6-e26e-463a-90a8-9839e87d5dbc,2024-01-25,13:05:01.89,2024-01-25,19:05:01.89,2024-01-25T13:05:01.8964156-06:00,2024-01-25T19:05:01.8964156Z,AUB_PRC,AUB_TIG,StrikeSwinging,Undefined,NoShift,,,139.63587,53.28216,,,,,263.14056,-145.53002,284.0666,2.89311,230.25376,151.59819
ff052008-fc32-417b-85c5-83f18f389bcb,8,b6f17950-bbb4-11ee-a70f-f5f67434519d,e6c8e7dd-d955-458f-961b-be47838224e2,2024-01-25,13:05:32.55,2024-01-25,19:05:32.55,2024-01-25T13:05:32.5505212-06:00,2024-01-25T19:05:32.5505212Z,AUB_PRC,AUB_TIG,FoulBall,Undefined,NoShift,,,132.86515,59.02428,,,,,257.58671,-146.74845,282.01189,29.72437,230.58543,147.92433
ff052008-fc32-417b-85c5-83f18f389bcb,9,c71f9ff0-bbb4-11ee-a70f-f5f67434519d,b8f2e03b-90fb-480e-be6f-3958833b9619,2024-01-25,13:05:59.64,2024-01-25,19:05:59.64,2024-01-25T13:05:59.6411580-06:00,2024-01-25T19:05:59.6411580Z,AUB_PRC,AUB_TIG,BallCalled,Undefined,NoShift,,,128.72229,64.35409,,,,,260.0171,-141.20199,283.58322,-1.81712,268.28193,85.7103
ff052008-fc32-417b-85c5-83f18f389bcb,10,d235e980-bbb4-11ee-a70f-f5f67434519d,ce1f66ef-e629-44a4-9837-3e2665c21a42,2024-01-25,13:06:18.30,2024-01-25,19:06:18.30,2024-01-25T13:06:18.3092924-06:00,2024-01-25T19:06:18.3092924Z,AUB_PRC,AUB_TIG,InPlay,Undefined,RightInfieldShift,,,123.35115,68.50153,,,,,264.38822,-138.3889,283.78783,-3.38434,263.71534,82.16617
ff052008-fc32-417b-85c5-83f18f389bcb,11,e5ebd750-bbb4-11ee-a70f-f5f67434519d,9dd1bd3a-1819-42f0-9542-e73884aa9f0d,2024-01-25,13:06:51.37,2024-01-25,19:06:51.37,2024-01-25T13:06:51.3706172-06:00,2024-01-25T19:06:51.3706172Z,AUB_PRC,AUB_TIG,BallCalled,Undefined,NoShift,96.56414,87.23766,,,,,,,260.12389,-154.94519,286.98848,3.76605,246.82333,155.50174
ff052008-fc32-417b-85c5-83f18f389bcb,12,f0d93c20-bbb4-11ee-a70f-f5f67434519d,bf94f60f-5c2a-49bf-863b-9b5fad4abacb,2024-01-25,13:07:09.70,2024-01-25,19:07:09.70,2024-01-25T13:07:09.7014460-06:00,2024-01-25T19:07:09.7014460Z,AUB_PRC,AUB_TIG,FoulBall,Undefined,RightInfieldShift,,,,,,,,,250.86969,-158.19295,287.34786,4.49776,264.89329,93.05738
ff052008-fc32-417b-85c5-83f18f389bcb,13,020bb360-bbb5-11ee-a70f-f5f67434519d,1416fc76-03f7-4c57-92ee-72b62cc23b13,2024-01-25,13:07:38.52,2024-01-25,19:07:38.52,2024-01-25T13:07:38.5230012-06:00,2024-01-25T19:07:38.5230012Z,AUB_PRC,AUB_TIG,StrikeSwinging,Undefined,NoShift,,,,,133.61853,-83.16619,,,230.57483,-152.1328,286.14339,4.03222,253.1146,99.1161
