GameUID,PitchNo,PitchUID,PlayID,Date,Time,UTCDate,UTCTime,LocalDateTime,UTCDateTime,PitcherTeam,BatterTeam,PitchCall,PlayResult,DetectedShift,1B_PositionAtReleaseX,1B_PositionAtReleaseZ,2B_PositionAtReleaseX,2B_PositionAtReleaseZ,3B_PositionAtReleaseX,3B_PositionAtReleaseZ,SS_PositionAtReleaseX,SS_PositionAtReleaseZ,LF_PositionAtReleaseX,LF_PositionAtReleaseZ,CF_PositionAtReleaseX,CF_PositionAtReleaseZ,RF_PositionAtReleaseX,RF_PositionAtReleaseZ
6ab81792-1020-4b5b-80e2-613b55a7113d,1,91e1e130-c2db-11ee-b34e-d93b32a75248,559d4d71-279b-43d0-901f-ce1ea3f40dfb,2024-02-03,15:31:17.59,2024-02-03,21:31:17.59,2024-02-03T15:31:17.5970000-06:00,2024-02-03T21:31:17.5970000Z,AUB_PRC,AUB_TIG,BallCalled,Undefined,NoShift,89.41392,56.87604,148.71858,33.12348,98.02245,-64.24993,141.93513,-42.20857,258.34744,-129.72364,308.31671,8.81509,248.99452,130.35483
6ab81792-1020-4b5b-80e2-613b55a7113d,2,9bb5bfb0-c2db-11ee-b34e-d93b32a75248,fc52a9ea-c1d1-4b06-9c99-694fea9a5e48,2024-02-03,15:31:34.15,2024-02-03,21:31:34.15,2024-02-03T15:31:34.1560000-06:00,2024-02-03T21:31:34.1560000Z,AUB_PRC,AUB_TIG,InPlay,Out,NoShift,90.83762,57.95823,150.05224,33.01218,99.41528,-65.14273,141.76201,-42.00602,260.75614,-129.75857,313.41692,11.74579,251.26025,131.85728
6ab81792-1020-4b5b-80e2-613b55a7113d,3,b0757c60-c2db-11ee-b34e-d93b32a75248,40fa52a5-9587-4e6a-ba02-10001fc7af4e,2024-02-03,15:32:08.88,2024-02-03,21:32:08.88,2024-02-03T15:32:08.8820000-06:00,2024-02-03T21:32:08.8820000Z,AUB_PRC,AUB_TIG,BallCalled,Undefined,NoShift,87.98013,53.87654,150.42001,29.99749,99.24496,-63.17371,142.30255,-40.81879,263.2895,-133.04652,307.07907,13.21363,257.36704,133.93394
6ab81792-1020-4b5b-80e2-613b55a7113d,4,b96e3d20-c2db-11ee-b34e-d93b32a75248,5234761e-8db8-4bba-bcc9-b77e1adc982f,2024-02-03,15:32:23.90,2024-02-03,21:32:23.90,2024-02-03T15:32:23.9040000-06:00,2024-02-03T21:32:23.9040000Z,AUB_PRC,AUB_TIG,BallCalled,Undefined,NoShift,88.5533,55.54001,151.29778,30.45647,102.55628,-64.93772,143.32205,-41.30567,260.72178,-130.88523,301.04689,16.66492,258.20094,133.49077
6ab81792-1020-4b5b-80e2-613b55a7113d,5,c56522b0-c2db-11ee-b34e-d93b32a75248,f52e7757-1c0a-4a6e-98e8-132c71345a8f,2024-02-03,15:32:44.03,2024-02-03,21:32:44.03,2024-02-03T15:32:44.0310000-06:00,2024-02-03T21:32:44.0310000Z,AUB_PRC,AUB_TIG,StrikeCalled,Undefined,NoShift,91.00772,57.04327,150.09731,29.63407,103.60482,-64.46383,143.61365,-40.83378,262.09953,-129.68715,301.81162,17.23328,254.54468,131.84236
6ab81792-1020-4b5b-80e2-613b55a7113d,6,d18ab960-c2db-11ee-b34e-d93b32a75248,67525300-6d7e-4cfe-b56e-b46518a340c2,2024-02-03,15:33:04.40,2024-02-03,21:33:04.40,2024-02-03T15:33:04.4010000-06:00,2024-02-03T21:33:04.4010000Z,AUB_PRC,AUB_TIG,BallCalled,Undefined,NoShift,95.79471,59.71784,150.80682,30.82298,103.79623,-65.79456,141.63786,-42.02379,261.30369,-129.54041,301.53659,18.28914,255.43109,132.51201
6ab81792-1020-4b5b-80e2-613b55a7113d,7,ddff3360-c2db-11ee-b34e-d93b32a75248,53b8efd2-455a-470e-b0e2-6407bef97254,2024-02-03,15:33:25.21,2024-02-03,21:33:25.21,2024-02-03T15:33:25.2170000-06:00,2024-02-03T21:33:25.2170000Z,AUB_PRC,AUB_TIG,BallCalled,Undefined,NoShift,96.2901,60.26483,151.00335,30.71118,106.63898,-66.45037,142.47026,-41.5619,262.87633,-131.54679,303.37071,18.43843,252.12811,130.69885
6ab81792-1020-4b5b-80e2-613b55a7113d,8,f38b40c0-c2db-11ee-b34e-d93b32a75248,8a25a9fd-13c3-4624-9dc6-60883c9017e3,2024-02-03,15:34:01.35,2024-02-03,21:34:01.35,2024-02-03T15:34:01.3550000-06:00,2024-02-03T21:34:01.3550000Z,AUB_PRC,AUB_TIG,BallCalled,Undefined,NoShift,61.64513,58.83574,138.23275,24.93724,93.83264,-75.32158,137.98188,-25.71877,259.66846,-128.70428,305.96314,12.05328,251.20279,131.04827
6ab81792-1020-4b5b-80e2-613b55a7113d,9,fe0a5360-c2db-11ee-b34e-d93b32a75248,bfb75fd3-407b-4744-ad66-9057fa3b9ce4,2024-02-03,15:34:18.95,2024-02-03,21:34:18.95,2024-02-03T15:34:18.9570000-06:00,2024-02-03T21:34:18.9570000Z,AUB_PRC,AUB_TIG,BallCalled,Undefined,NoShift,61.67832,59.26006,138.44836,23.59628,92.7518,-74.63986,139.6938,-26.69181,262.9227,-131.72735,309.1086,13.78479,252.19673,131.16414
6ab81792-1020-4b5b-80e2-613b55a7113d,10,09a36180-c2dc-11ee-b34e-d93b32a75248,4c16b9e3-f111-4b01-b3b5-0219f18d65ed,2024-02-03,15:34:38.48,2024-02-03,21:34:38.48,2024-02-03T15:34:38.4800000-06:00,2024-02-03T21:34:38.4800000Z,AUB_PRC,AUB_TIG,BallCalled,Undefined,NoShift,61.60714,58.96798,138.58253,24.39161,91.8869,-74.17278,138.10998,-27.75085,260.12742,-130.08245,308.69597,14.31746,251.57924,130.87289
6ab81792-1020-4b5b-80e2-613b55a7113d,11,149fba70-c2dc-11ee-b34e-d93b32a75248,e2a6eac3-1e32-4698-b1a4-63cbd36c67a1,2024-02-03,15:34:56.98,2024-02-03,21:34:56.98,2024-02-03T15:34:56.9890000-06:00,2024-02-03T21:34:56.9890000Z,AUB_PRC,AUB_TIG,BallCalled,Undefined,NoShift,62.57046,57.24419,138.9129,25.56943,94.55249,-75.82192,138.89644,-28.18148,263.90055,-132.10311,308.57522,15.39486,252.28828,131.14966
6ab81792-1020-4b5b-80e2-613b55a7113d,12,3d7203e0-c2dc-11ee-b34e-d93b32a75248,e5e7a770-bf0d-4e9a-9f82-b8372cab8ed8,2024-02-03,15:36:05.38,2024-02-03,21:36:05.38,2024-02-03T15:36:05.3880000-06:00,2024-02-03T21:36:05.3880000Z,AUB_PRC,AUB_TIG,StrikeCalled,Undefined,NoShift,87.20367,58.28515,137.04744,22.10552,84.54939,-64.21708,138.08593,-31.68613,262.2618,-130.15621,299.73778,15.08315,249.35155,130.4746
6ab81792-1020-4b5b-80e2-613b55a7113d,13,49acf750-c2dc-11ee-b34e-d93b32a75248,b0bf0ce9-5028-405c-862f-56e85d23e365,2024-02-03,15:36:25.90,2024-02-03,21:36:25.90,2024-02-03T15:36:25.9090000-06:00,2024-02-03T21:36:25.9090000Z,AUB_PRC,AUB_TIG,StrikeSwinging,Undefined,LeftInfieldShift,68.10767,43.39293,137.17679,-30.58739,84.15868,-62.48116,,,258.61924,-128.51351,301.3184,14.73195,244.46001,128.12234
6ab81792-1020-4b5b-80e2-613b55a7113d,14,542c7f20-c2dc-11ee-b34e-d93b32a75248,d4a8943a-dc13-499c-b8d8-969ca7a4f79a,2024-02-03,15:36:43.52,2024-02-03,21:36:43.52,2024-02-03T15:36:43.5230000-06:00,2024-02-03T21:36:43.5230000Z,AUB_PRC,AUB_TIG,FoulBall,Undefined,NoShift,91.90497,62.73349,137.48214,22.7254,85.21469,-65.0496,138.86189,-32.90549,258.33712,-129.17076,301.07032,14.88824,243.52821,127.94793
6ab81792-1020-4b5b-80e2-613b55a7113d,15,63556ac0-c2dc-11ee-b34e-d93b32a75248,516fc693-833e-49da-b372-46dcdf31a657,2024-02-03,15:37:08.94,2024-02-03,21:37:08.94,2024-02-03T15:37:08.9480000-06:00,2024-02-03T21:37:08.9480000Z,AUB_PRC,AUB_TIG,InPlay,Out,NoShift,95.58763,59.10502,137.93695,20.86417,89.03039,-67.14339,139.28987,-33.99664,257.44169,-126.95484,301.34616,16.17067,243.3082,125.83799
6ab81792-1020-4b5b-80e2-613b55a7113d,16,7a437920-c2dc-11ee-b34e-d93b32a75248,d29b6499-574d-4cd9-b345-1571f0a8a681,2024-02-03,15:37:47.31,2024-02-03,21:37:47.31,2024-02-03T15:37:47.3190000-06:00,2024-02-03T21:37:47.3190000Z,AUB_PRC,AUB_TIG,BallCalled,Undefined,NoShift,91.23824,73.08871,143.81788,46.00689,91.8872,-58.63861,136.4432,-16.6333,251.00209,-127.4573,294.86021,3.34361,246.3256,123.62551
6ab81792-1020-4b5b-80e2-613b55a7113d,17,84270f10-c2dc-11ee-b34e-d93b32a75248,b254e644-16f7-48db-ab8c-ca9c0cdea04f,2024-02-03,15:38:03.97,2024-02-03,21:38:03.97,2024-02-03T15:38:03.9700000-06:00,2024-02-03T21:38:03.9700000Z,AUB_PRC,AUB_TIG,StrikeCalled,Undefined,NoShift,88.16112,71.96984,143.77231,45.41062,89.508,-58.52265,139.49982,-28.76871,251.27038,-128.90417,294.16771,2.18123,246.7751,122.06267
6ab81792-1020-4b5b-80e2-613b55a7113d,18,8e35d3b0-c2dc-11ee-b34e-d93b32a75248,8dd468b8-e28d-435a-a5ed-d21740b3393e,2024-02-03,15:38:20.98,2024-02-03,21:38:20.98,2024-02-03T15:38:20.9870000-06:00,2024-02-03T21:38:20.9870000Z,AUB_PRC,AUB_TIG,StrikeCalled,Undefined,NoShift,90.23702,73.23899,144.23445,45.16632,90.31952,-61.26835,137.10463,-28.56441,250.05815,-127.80772,292.30063,3.06723,244.79263,120.86661
6ab81792-1020-4b5b-80e2-613b55a7113d,19,99f136e0-c2dc-11ee-b34e-d93b32a75248,f8b87d81-4db9-4a95-8c19-f9d188ca9184,2024-02-03,15:38:40.56,2024-02-03,21:38:40.56,2024-02-03T15:38:40.5690000-06:00,2024-02-03T21:38:40.5690000Z,AUB_PRC,AUB_TIG,BallCalled,Undefined,NoShift,89.15598,73.14101,144.08643,45.23884,91.10273,-61.90968,136.6972,-17.80076,248.77413,-128.24211,291.70701,3.57847,244.09465,122.79951
6ab81792-1020-4b5b-80e2-613b55a7113d,20,a76ebc70-c2dc-11ee-b34e-d93b32a75248,5aebe8f6-ef69-4431-93a1-4fdaa0153e4f,2024-02-03,15:39:03.23,2024-02-03,21:39:03.23,2024-02-03T15:39:03.2340000-06:00,2024-02-03T21:39:03.2340000Z,AUB_PRC,AUB_TIG,FoulBall,Undefined,NoShift,91.18665,74.61442,143.5422,45.70757,89.81363,-61.94156,140.41606,-26.85984,252.04512,-127.33098,292.84392,4.99275,244.27979,122.5833
6ab81792-1020-4b5b-80e2-613b55a7113d,21,bae55750-c2dc-11ee-b34e-d93b32a75248,cb280092-5dfd-47ed-aa24-fa9ce191bd05,2024-02-03,15:39:35.78,2024-02-03,21:39:35.78,2024-02-03T15:39:35.7820000-06:00,2024-02-03T21:39:35.7820000Z,AUB_PRC,AUB_TIG,StrikeCalled,Undefined,NoShift,89.27061,73.51755,143.86527,45.20827,87.8192,-62.82063,137.13739,-25.12688,241.21156,-132.41997,289.75648,-19.43719,242.06377,121.23219
6ab81792-1020-4b5b-80e2-613b55a7113d,22,11851780-c2dd-11ee-b34e-d93b32a75248,9621ef36-1a56-471d-9c9d-7493693ae5da,2024-02-03,15:42:01.18,2024-02-03,21:42:01.18,2024-02-03T15:42:01.1840000-06:00,2024-02-03T21:42:01.1840000Z,AUB_TIG,AUB_PRC,StrikeCalled,Undefined,NoShift,80.31927,48.12949,139.842,35.98035,83.83545,-65.18962,140.21214,-43.42578,261.84557,-128.39796,295.16926,-5.03958,251.50394,133.02436
6ab81792-1020-4b5b-80e2-613b55a7113d,23,1a2027e0-c2dd-11ee-b34e-d93b32a75248,a8a608a5-f7b5-487a-8e03-0ff688f7226c,2024-02-03,15:42:15.60,2024-02-03,21:42:15.60,2024-02-03T15:42:15.6070000-06:00,2024-02-03T21:42:15.6070000Z,AUB_TIG,AUB_PRC,StrikeSwinging,Undefined,NoShift,77.13171,50.83546,142.32787,36.41105,80.4559,-61.69768,140.89044,-44.59205,258.96572,-127.95225,292.59174,-4.63207,253.67095,132.30547
6ab81792-1020-4b5b-80e2-613b55a7113d,24,25b93600-c2dd-11ee-b34e-d93b32a75248,82e1b7ea-d40e-4885-b839-7a928d5f82fa,2024-02-03,15:42:35.03,2024-02-03,21:42:35.03,2024-02-03T15:42:35.0370000-06:00,2024-02-03T21:42:35.0370000Z,AUB_TIG,AUB_PRC,BallCalled,Undefined,NoShift,88.42694,56.11592,146.1858,36.41727,92.19957,-70.41491,140.79679,-46.15827,257.84705,-126.97884,293.14377,-5.17004,255.3779,133.91338
